time,EC_slab1,EC_slab2,WC_slab1,WC_slab2,t_slab1,t_slab2
43815.27431,NaN,NaN,NaN,NaN,NaN,NaN
43815.27778,NaN,NaN,NaN,NaN,NaN,NaN
43815.28125,NaN,NaN,NaN,NaN,NaN,NaN
43815.28472,NaN,NaN,NaN,NaN,NaN,NaN
43815.28819,NaN,NaN,NaN,NaN,NaN,NaN
43815.29167,NaN,NaN,NaN,NaN,NaN,NaN
43815.29514,NaN,NaN,NaN,NaN,NaN,NaN
43815.29861,NaN,NaN,NaN,NaN,NaN,NaN
43815.30208,NaN,NaN,NaN,NaN,NaN,NaN
43815.30556,NaN,NaN,NaN,NaN,NaN,NaN
43815.30903,NaN,NaN,NaN,NaN,NaN,NaN
43815.3125,NaN,NaN,NaN,NaN,NaN,NaN
43815.31597,NaN,NaN,NaN,NaN,NaN,NaN
43815.31944,NaN,NaN,NaN,NaN,NaN,NaN
43815.32292,NaN,NaN,NaN,NaN,NaN,NaN
43815.32639,NaN,NaN,NaN,NaN,NaN,NaN
43815.32986,NaN,NaN,NaN,NaN,NaN,NaN
43815.33333,NaN,NaN,NaN,NaN,NaN,NaN
43815.33681,NaN,NaN,NaN,NaN,NaN,NaN
43815.34028,NaN,NaN,NaN,NaN,NaN,NaN
43815.34375,NaN,NaN,NaN,NaN,NaN,NaN
43815.34722,NaN,NaN,NaN,NaN,NaN,NaN
43815.35069,NaN,NaN,NaN,NaN,NaN,NaN
43815.35417,NaN,NaN,NaN,NaN,NaN,NaN
43815.35764,NaN,NaN,NaN,NaN,NaN,NaN
43815.36111,NaN,NaN,NaN,NaN,NaN,NaN
43815.36458,NaN,NaN,NaN,NaN,NaN,NaN
43815.36806,NaN,NaN,NaN,NaN,NaN,NaN
43815.37153,NaN,NaN,NaN,NaN,NaN,NaN
43815.375,NaN,NaN,NaN,NaN,NaN,NaN
43815.37847,NaN,NaN,NaN,NaN,NaN,NaN
43815.38194,NaN,NaN,NaN,NaN,NaN,NaN
43815.38542,NaN,NaN,NaN,NaN,NaN,NaN
43815.38889,NaN,NaN,NaN,NaN,NaN,NaN
43815.39236,NaN,NaN,NaN,NaN,NaN,NaN
43815.39583,NaN,NaN,NaN,NaN,NaN,NaN
43815.39931,NaN,NaN,NaN,NaN,NaN,NaN
43815.40278,NaN,NaN,NaN,NaN,NaN,NaN
43815.40625,NaN,NaN,NaN,NaN,NaN,NaN
43815.40972,NaN,NaN,NaN,NaN,NaN,NaN
43815.41319,NaN,NaN,NaN,NaN,NaN,NaN
43815.41667,NaN,NaN,NaN,NaN,NaN,NaN
43815.42014,NaN,NaN,NaN,NaN,NaN,NaN
43815.42361,NaN,NaN,NaN,NaN,NaN,NaN
43815.42708,NaN,NaN,NaN,NaN,NaN,NaN
43815.43056,NaN,NaN,NaN,NaN,NaN,NaN
43815.43403,NaN,NaN,NaN,NaN,NaN,NaN
43815.4375,NaN,NaN,NaN,NaN,NaN,NaN
43815.44097,NaN,NaN,NaN,NaN,NaN,NaN
43815.44444,NaN,NaN,NaN,NaN,NaN,NaN
43815.44792,NaN,NaN,NaN,NaN,NaN,NaN
43815.45139,NaN,NaN,NaN,NaN,NaN,NaN
43815.45486,NaN,NaN,NaN,NaN,NaN,NaN
43815.45833,NaN,NaN,NaN,NaN,NaN,NaN
43815.46181,NaN,NaN,NaN,NaN,NaN,NaN
43815.46528,NaN,NaN,NaN,NaN,NaN,NaN
43815.46875,NaN,NaN,NaN,NaN,NaN,NaN
43815.47222,NaN,NaN,NaN,NaN,NaN,NaN
43815.47569,NaN,NaN,NaN,NaN,NaN,NaN
43815.47917,NaN,NaN,NaN,NaN,NaN,NaN
43815.48264,NaN,NaN,NaN,NaN,NaN,NaN
43815.48611,NaN,NaN,NaN,NaN,NaN,NaN
43815.48958,NaN,NaN,NaN,NaN,NaN,NaN
43815.49306,NaN,NaN,NaN,NaN,NaN,NaN
43815.49653,NaN,NaN,NaN,NaN,NaN,NaN
43815.5,NaN,NaN,NaN,NaN,NaN,NaN
43815.50347,NaN,NaN,NaN,NaN,NaN,NaN
43815.50694,NaN,NaN,NaN,NaN,NaN,NaN
43815.51042,NaN,NaN,NaN,NaN,NaN,NaN
43815.51389,NaN,NaN,NaN,NaN,NaN,NaN
43815.51736,NaN,NaN,NaN,NaN,NaN,NaN
43815.52083,NaN,NaN,NaN,NaN,NaN,NaN
43815.52431,NaN,NaN,NaN,NaN,NaN,NaN
43815.52778,NaN,NaN,NaN,NaN,NaN,NaN
43815.53125,NaN,NaN,NaN,NaN,NaN,NaN
43815.53472,NaN,NaN,NaN,NaN,NaN,NaN
43815.53819,NaN,NaN,NaN,NaN,NaN,NaN
43815.54167,4.442729,4.675859,91.64,94.134,22.1,21.95
43815.54514,NaN,NaN,NaN,NaN,NaN,NaN
43815.54861,NaN,NaN,NaN,NaN,NaN,NaN
43815.55208,NaN,NaN,NaN,NaN,NaN,NaN
43815.55556,NaN,NaN,NaN,NaN,NaN,NaN
43815.55903,NaN,NaN,NaN,NaN,NaN,NaN
43815.5625,NaN,NaN,NaN,NaN,NaN,NaN
43815.56597,NaN,NaN,NaN,NaN,NaN,NaN
43815.56944,NaN,NaN,NaN,NaN,NaN,NaN
43815.57292,NaN,NaN,NaN,NaN,NaN,NaN
43815.57639,NaN,NaN,NaN,NaN,NaN,NaN
43815.57986,NaN,NaN,NaN,NaN,NaN,NaN
43815.58333,NaN,NaN,NaN,NaN,NaN,NaN
43815.58681,NaN,NaN,NaN,NaN,NaN,NaN
43815.59028,NaN,NaN,NaN,NaN,NaN,NaN
43815.59375,NaN,NaN,NaN,NaN,NaN,NaN
43815.59722,NaN,NaN,NaN,NaN,NaN,NaN
43815.60069,NaN,NaN,NaN,NaN,NaN,NaN
43815.60417,NaN,NaN,NaN,NaN,NaN,NaN
43815.60764,NaN,NaN,NaN,NaN,NaN,NaN
43815.61111,NaN,NaN,NaN,NaN,NaN,NaN
43815.61458,NaN,NaN,NaN,NaN,NaN,NaN
43815.61806,NaN,NaN,NaN,NaN,NaN,NaN
43815.62153,NaN,NaN,NaN,NaN,NaN,NaN
43815.625,NaN,NaN,NaN,NaN,NaN,NaN
43815.62847,NaN,NaN,NaN,NaN,NaN,NaN
43815.63194,NaN,NaN,NaN,NaN,NaN,NaN
43815.63542,NaN,NaN,NaN,NaN,NaN,NaN
43815.63889,NaN,NaN,NaN,NaN,NaN,NaN
43815.64236,NaN,NaN,NaN,NaN,NaN,NaN
43815.64583,NaN,NaN,NaN,NaN,NaN,NaN
43815.64931,NaN,NaN,NaN,NaN,NaN,NaN
43815.65278,NaN,NaN,NaN,NaN,NaN,NaN
43815.65625,NaN,NaN,NaN,NaN,NaN,NaN
43815.65972,NaN,NaN,NaN,NaN,NaN,NaN
43815.66319,NaN,NaN,NaN,NaN,NaN,NaN
43815.66667,NaN,NaN,NaN,NaN,NaN,NaN
43815.67014,NaN,NaN,NaN,NaN,NaN,NaN
43815.67361,NaN,NaN,NaN,NaN,NaN,NaN
43815.67708,NaN,NaN,NaN,NaN,NaN,NaN
43815.68056,NaN,NaN,NaN,NaN,NaN,NaN
43815.68403,NaN,NaN,NaN,NaN,NaN,NaN
43815.6875,NaN,NaN,NaN,NaN,NaN,NaN
43815.69097,NaN,NaN,NaN,NaN,NaN,NaN
43815.69444,NaN,NaN,NaN,NaN,NaN,NaN
43815.69792,NaN,NaN,NaN,NaN,NaN,NaN
43815.70139,NaN,NaN,NaN,NaN,NaN,NaN
43815.70486,NaN,NaN,NaN,NaN,NaN,NaN
43815.70833,NaN,NaN,NaN,NaN,NaN,NaN
43815.71181,NaN,NaN,NaN,NaN,NaN,NaN
43815.71528,NaN,NaN,NaN,NaN,NaN,NaN
43815.71875,NaN,NaN,NaN,NaN,NaN,NaN
43815.72222,NaN,NaN,NaN,NaN,NaN,NaN
43815.72569,NaN,NaN,NaN,NaN,NaN,NaN
43815.72917,NaN,NaN,NaN,NaN,NaN,NaN
43815.73264,NaN,NaN,NaN,NaN,NaN,NaN
43815.73611,NaN,NaN,NaN,NaN,NaN,NaN
43815.73958,NaN,NaN,NaN,NaN,NaN,NaN
43815.74306,NaN,NaN,NaN,NaN,NaN,NaN
43815.74653,NaN,NaN,NaN,NaN,NaN,NaN
43815.75,NaN,NaN,NaN,NaN,NaN,NaN
43815.75347,NaN,NaN,NaN,NaN,NaN,NaN
43815.75694,NaN,NaN,NaN,NaN,NaN,NaN
43815.76042,NaN,NaN,NaN,NaN,NaN,NaN
43815.76389,NaN,NaN,NaN,NaN,NaN,NaN
43815.76736,NaN,NaN,NaN,NaN,NaN,NaN
43815.77083,NaN,NaN,NaN,NaN,NaN,NaN
43815.77431,NaN,NaN,NaN,NaN,NaN,NaN
43815.77778,NaN,NaN,NaN,NaN,NaN,NaN
43815.78125,NaN,NaN,NaN,NaN,NaN,NaN
43815.78472,NaN,NaN,NaN,NaN,NaN,NaN
43815.78819,NaN,NaN,NaN,NaN,NaN,NaN
43815.79167,NaN,NaN,NaN,NaN,NaN,NaN
43815.79514,NaN,NaN,NaN,NaN,NaN,NaN
43815.79861,NaN,NaN,NaN,NaN,NaN,NaN
43815.80208,NaN,NaN,NaN,NaN,NaN,NaN
43815.80556,NaN,NaN,NaN,NaN,NaN,NaN
43815.80903,NaN,NaN,NaN,NaN,NaN,NaN
43815.8125,NaN,NaN,NaN,NaN,NaN,NaN
43815.81597,NaN,NaN,NaN,NaN,NaN,NaN
43815.81944,NaN,NaN,NaN,NaN,NaN,NaN
43815.82292,NaN,NaN,NaN,NaN,NaN,NaN
43815.82639,NaN,NaN,NaN,NaN,NaN,NaN
43815.82986,NaN,NaN,NaN,NaN,NaN,NaN
43815.83333,NaN,NaN,NaN,NaN,NaN,NaN
43815.83681,NaN,NaN,NaN,NaN,NaN,NaN
43815.84028,NaN,NaN,NaN,NaN,NaN,NaN
43815.84375,NaN,NaN,NaN,NaN,NaN,NaN
43815.84722,NaN,NaN,NaN,NaN,NaN,NaN
43815.85069,NaN,NaN,NaN,NaN,NaN,NaN
43815.85417,NaN,NaN,NaN,NaN,NaN,NaN
43815.85764,NaN,NaN,NaN,NaN,NaN,NaN
43815.86111,NaN,NaN,NaN,NaN,NaN,NaN
43815.86458,NaN,NaN,NaN,NaN,NaN,NaN
43815.86806,NaN,NaN,NaN,NaN,NaN,NaN
43815.87153,NaN,NaN,NaN,NaN,NaN,NaN
43815.875,NaN,NaN,NaN,NaN,NaN,NaN
43815.87847,NaN,NaN,NaN,NaN,NaN,NaN
43815.88194,NaN,NaN,NaN,NaN,NaN,NaN
43815.88542,NaN,NaN,NaN,NaN,NaN,NaN
43815.88889,NaN,NaN,NaN,NaN,NaN,NaN
43815.89236,NaN,NaN,NaN,NaN,NaN,NaN
43815.89583,NaN,NaN,NaN,NaN,NaN,NaN
43815.89931,NaN,NaN,NaN,NaN,NaN,NaN
43815.90278,NaN,NaN,NaN,NaN,NaN,NaN
43815.90625,NaN,NaN,NaN,NaN,NaN,NaN
43815.90972,NaN,NaN,NaN,NaN,NaN,NaN
43815.91319,NaN,NaN,NaN,NaN,NaN,NaN
43815.91667,NaN,NaN,NaN,NaN,NaN,NaN
43815.92014,NaN,NaN,NaN,NaN,NaN,NaN
43815.92361,NaN,NaN,NaN,NaN,NaN,NaN
43815.92708,NaN,NaN,NaN,NaN,NaN,NaN
43815.93056,NaN,NaN,NaN,NaN,NaN,NaN
43815.93403,NaN,NaN,NaN,NaN,NaN,NaN
43815.9375,NaN,NaN,NaN,NaN,NaN,NaN
43815.94097,NaN,NaN,NaN,NaN,NaN,NaN
43815.94444,NaN,NaN,NaN,NaN,NaN,NaN
43815.94792,NaN,NaN,NaN,NaN,NaN,NaN
43815.95139,NaN,NaN,NaN,NaN,NaN,NaN
43815.95486,NaN,NaN,NaN,NaN,NaN,NaN
43815.95833,NaN,NaN,NaN,NaN,NaN,NaN
43815.96181,NaN,NaN,NaN,NaN,NaN,NaN
43815.96528,NaN,NaN,NaN,NaN,NaN,NaN
43815.96875,NaN,NaN,NaN,NaN,NaN,NaN
43815.97222,NaN,NaN,NaN,NaN,NaN,NaN
43815.97569,NaN,NaN,NaN,NaN,NaN,NaN
43815.97917,NaN,NaN,NaN,NaN,NaN,NaN
43815.98264,NaN,NaN,NaN,NaN,NaN,NaN
43815.98611,NaN,NaN,NaN,NaN,NaN,NaN
43815.98958,NaN,NaN,NaN,NaN,NaN,NaN
43815.99306,NaN,NaN,NaN,NaN,NaN,NaN
43815.99653,NaN,NaN,NaN,NaN,NaN,NaN
43816,NaN,NaN,NaN,NaN,NaN,NaN
43816.00347,NaN,NaN,NaN,NaN,NaN,NaN
43816.00694,NaN,NaN,NaN,NaN,NaN,NaN
43816.01042,NaN,NaN,NaN,NaN,NaN,NaN
43816.01389,NaN,NaN,NaN,NaN,NaN,NaN
43816.01736,NaN,NaN,NaN,NaN,NaN,NaN
43816.02083,NaN,NaN,NaN,NaN,NaN,NaN
43816.02431,NaN,NaN,NaN,NaN,NaN,NaN
43816.02778,NaN,NaN,NaN,NaN,NaN,NaN
43816.03125,NaN,NaN,NaN,NaN,NaN,NaN
43816.03472,NaN,NaN,NaN,NaN,NaN,NaN
43816.03819,NaN,NaN,NaN,NaN,NaN,NaN
43816.04167,NaN,NaN,NaN,NaN,NaN,NaN
43816.04514,NaN,NaN,NaN,NaN,NaN,NaN
43816.04861,NaN,NaN,NaN,NaN,NaN,NaN
43816.05208,NaN,NaN,NaN,NaN,NaN,NaN
43816.05556,NaN,NaN,NaN,NaN,NaN,NaN
43816.05903,NaN,NaN,NaN,NaN,NaN,NaN
43816.0625,NaN,NaN,NaN,NaN,NaN,NaN
43816.06597,NaN,NaN,NaN,NaN,NaN,NaN
43816.06944,NaN,NaN,NaN,NaN,NaN,NaN
43816.07292,NaN,NaN,NaN,NaN,NaN,NaN
43816.07639,NaN,NaN,NaN,NaN,NaN,NaN
43816.07986,NaN,NaN,NaN,NaN,NaN,NaN
43816.08333,NaN,NaN,NaN,NaN,NaN,NaN
43816.08681,NaN,NaN,NaN,NaN,NaN,NaN
43816.09028,NaN,NaN,NaN,NaN,NaN,NaN
43816.09375,NaN,NaN,NaN,NaN,NaN,NaN
43816.09722,NaN,NaN,NaN,NaN,NaN,NaN
43816.10069,NaN,NaN,NaN,NaN,NaN,NaN
43816.10417,NaN,NaN,NaN,NaN,NaN,NaN
43816.10764,NaN,NaN,NaN,NaN,NaN,NaN
43816.11111,NaN,NaN,NaN,NaN,NaN,NaN
43816.11458,NaN,NaN,NaN,NaN,NaN,NaN
43816.11806,NaN,NaN,NaN,NaN,NaN,NaN
43816.12153,NaN,NaN,NaN,NaN,NaN,NaN
43816.125,NaN,NaN,NaN,NaN,NaN,NaN
43816.12847,NaN,NaN,NaN,NaN,NaN,NaN
43816.13194,NaN,NaN,NaN,NaN,NaN,NaN
43816.13542,NaN,NaN,NaN,NaN,NaN,NaN
43816.13889,NaN,NaN,NaN,NaN,NaN,NaN
43816.14236,NaN,NaN,NaN,NaN,NaN,NaN
43816.14583,NaN,NaN,NaN,NaN,NaN,NaN
43816.14931,NaN,NaN,NaN,NaN,NaN,NaN
43816.15278,NaN,NaN,NaN,NaN,NaN,NaN
43816.15625,NaN,NaN,NaN,NaN,NaN,NaN
43816.15972,NaN,NaN,NaN,NaN,NaN,NaN
43816.16319,NaN,NaN,NaN,NaN,NaN,NaN
43816.16667,NaN,NaN,NaN,NaN,NaN,NaN
43816.17014,NaN,NaN,NaN,NaN,NaN,NaN
43816.17361,NaN,NaN,NaN,NaN,NaN,NaN
43816.17708,NaN,NaN,NaN,NaN,NaN,NaN
43816.18056,NaN,NaN,NaN,NaN,NaN,NaN
43816.18403,NaN,NaN,NaN,NaN,NaN,NaN
43816.1875,NaN,NaN,NaN,NaN,NaN,NaN
43816.19097,NaN,NaN,NaN,NaN,NaN,NaN
43816.19444,NaN,NaN,NaN,NaN,NaN,NaN
43816.19792,NaN,NaN,NaN,NaN,NaN,NaN
43816.20139,NaN,NaN,NaN,NaN,NaN,NaN
43816.20486,NaN,NaN,NaN,NaN,NaN,NaN
43816.20833,NaN,NaN,NaN,NaN,NaN,NaN
43816.21181,NaN,NaN,NaN,NaN,NaN,NaN
43816.21528,NaN,NaN,NaN,NaN,NaN,NaN
43816.21875,NaN,NaN,NaN,NaN,NaN,NaN
43816.22222,NaN,NaN,NaN,NaN,NaN,NaN
43816.22569,NaN,NaN,NaN,NaN,NaN,NaN
43816.22917,NaN,NaN,NaN,NaN,NaN,NaN
43816.23264,NaN,NaN,NaN,NaN,NaN,NaN
43816.23611,NaN,NaN,NaN,NaN,NaN,NaN
43816.23958,NaN,NaN,NaN,NaN,NaN,NaN
43816.24306,NaN,NaN,NaN,NaN,NaN,NaN
43816.24653,NaN,NaN,NaN,NaN,NaN,NaN
43816.25,NaN,NaN,NaN,NaN,NaN,NaN
43816.25347,NaN,NaN,NaN,NaN,NaN,NaN
43816.25694,NaN,NaN,NaN,NaN,NaN,NaN
43816.26042,NaN,NaN,NaN,NaN,NaN,NaN
43816.26389,NaN,NaN,NaN,NaN,NaN,NaN
43816.26736,NaN,NaN,NaN,NaN,NaN,NaN
43816.27083,NaN,NaN,NaN,NaN,NaN,NaN
43816.27431,NaN,NaN,NaN,NaN,NaN,NaN
43816.27778,NaN,NaN,NaN,NaN,NaN,NaN
43816.28125,NaN,NaN,NaN,NaN,NaN,NaN
43816.28472,NaN,NaN,NaN,NaN,NaN,NaN
43816.28819,NaN,NaN,NaN,NaN,NaN,NaN
43816.29167,NaN,NaN,NaN,NaN,NaN,NaN
43816.29514,NaN,NaN,NaN,NaN,NaN,NaN
43816.29861,NaN,NaN,NaN,NaN,NaN,NaN
43816.30208,NaN,NaN,NaN,NaN,NaN,NaN
43816.30556,NaN,NaN,NaN,NaN,NaN,NaN
43816.30903,NaN,NaN,NaN,NaN,NaN,NaN
43816.3125,NaN,NaN,NaN,NaN,NaN,NaN
43816.31597,NaN,NaN,NaN,NaN,NaN,NaN
43816.31944,NaN,NaN,NaN,NaN,NaN,NaN
43816.32292,NaN,NaN,NaN,NaN,NaN,NaN
43816.32639,NaN,NaN,NaN,NaN,NaN,NaN
43816.32986,NaN,NaN,NaN,NaN,NaN,NaN
43816.33333,NaN,NaN,NaN,NaN,NaN,NaN
43816.33681,NaN,NaN,NaN,NaN,NaN,NaN
43816.34028,NaN,NaN,NaN,NaN,NaN,NaN
43816.34375,NaN,NaN,NaN,NaN,NaN,NaN
43816.34722,NaN,NaN,NaN,NaN,NaN,NaN
43816.35069,NaN,NaN,NaN,NaN,NaN,NaN
43816.35417,NaN,NaN,NaN,NaN,NaN,NaN
43816.35764,NaN,NaN,NaN,NaN,NaN,NaN
43816.36111,NaN,NaN,NaN,NaN,NaN,NaN
43816.36458,4.563343,4.802075,90.727,93.007,15.7,15.65
43816.36806,4.558195,4.797197,90.736,93.263,15.75,15.75
43816.37153,4.546433,4.795995,90.759,93.017,15.95,15.85
43816.375,4.541906,4.793633,90.759,93.175,15.95,15.95
43816.37847,4.527892,4.793436,91.013,93.287,16.1,16.05
43816.38194,4.533119,4.779877,91.013,93.198,16.2,16.15
43816.38542,4.532897,4.775083,91.013,93.208,16.25,16.25
43816.38889,4.541458,4.777538,91.022,93.306,16.35,16.35
43816.39236,4.541152,4.773941,91.022,93.208,16.4,16.4
43816.39583,4.539878,4.778739,90.927,93.316,16.5,16.5
43816.39931,4.536681,4.781295,91.032,93.316,16.55,16.5
43816.40278,4.536411,4.77102,90.927,93.218,16.6,16.6
43816.40625,4.536401,4.775459,90.927,93.218,16.6,16.6
43816.40972,4.527664,4.774676,91.041,93.326,16.7,16.7
43816.41319,4.518552,4.773859,91.185,93.326,16.8,16.75
43816.41667,4.530268,4.770636,90.937,93.228,16.8,16.8
43816.42014,4.536275,4.765486,90.937,93.425,16.85,16.85
43816.42361,4.541209,4.77919,91.051,93.326,16.9,16.85
43816.42708,4.545623,4.776974,90.946,93.326,16.95,16.9
43816.43056,4.544614,4.773281,91.09,93.238,16.95,16.95
43816.43403,4.539091,4.775161,91.204,93.336,17.05,16.95
43816.4375,4.535513,4.77448,90.946,93.336,17.05,17
43816.44097,4.526359,4.768975,91.204,93.336,17.1,17.05
43816.44444,4.528062,4.768503,90.946,93.238,17.1,17.05
43816.44792,4.528766,4.771046,91.06,93.238,17.15,17.1
43816.45139,4.539739,4.776825,91.06,93.336,17.15,17.1
43816.45486,4.539538,4.776534,91.06,93.346,17.2,17.2
43816.45833,4.533976,4.780981,91.1,93.247,17.3,17.25
43816.46181,4.528767,4.770534,91.214,93.346,17.35,17.3
43816.46528,4.538264,4.770389,91.079,93.356,17.45,17.4
43816.46875,4.534734,4.771505,91.224,93.366,17.55,17.5
43816.47222,4.532795,4.767337,91.224,93.366,17.6,17.6
43816.47569,4.521963,4.776558,91.233,93.366,17.7,17.7
43816.47917,4.509377,4.770295,91.233,93.375,17.8,17.85
43816.48264,4.503334,4.767292,91.098,93.51,17.9,17.85
43816.48611,4.49356,4.749356,91.348,93.619,18.05,18
43816.48958,4.499703,4.735787,91.252,93.52,18.15,18.15
43816.49306,4.496916,4.732013,91.252,93.52,18.2,18.2
43816.49653,4.505194,4.726982,91.262,93.629,18.3,18.3
43816.5,4.498127,4.723446,91.357,93.629,18.4,18.4
43816.50347,4.490638,4.721496,91.406,93.629,18.45,18.45
43816.50694,4.495986,4.731486,91.502,93.517,18.5,18.55
43816.51042,4.494571,4.739548,91.502,93.517,18.55,18.55
43816.51389,4.495204,4.736511,91.393,93.527,18.65,18.65
43816.51736,4.489119,4.734448,91.489,93.625,18.7,18.7
43816.52083,4.486563,4.731221,91.498,93.625,18.75,18.8
43816.52431,4.482999,4.73435,91.498,93.527,18.8,18.8
43816.52778,4.479435,4.72516,91.498,93.625,18.9,18.9
43816.53125,4.477292,4.727305,91.594,93.625,18.95,18.95
43816.53472,4.477292,4.727305,91.594,93.625,18.95,18.95
43816.53819,4.483224,4.718997,91.498,93.625,19,19
43816.54167,4.482493,4.719116,91.508,93.635,19.1,19.15
43816.54514,4.486413,4.715213,91.508,93.635,19.2,19.25
43816.54861,4.479985,4.717835,91.508,93.632,19.4,19.45
43816.55208,4.478959,4.717976,91.508,93.632,19.4,19.5
43816.55556,4.471215,4.714595,91.504,93.632,19.5,19.55
43816.55903,4.464303,4.717001,91.636,93.632,19.55,19.6
43816.5625,4.462728,4.704544,91.636,93.866,19.6,19.65
43816.56597,4.454772,4.70519,91.732,93.632,19.7,19.7
43816.56944,4.451639,4.705779,91.636,93.632,19.75,19.8
43816.57292,4.448218,4.703941,91.732,93.767,19.8,19.85
43816.57639,4.466778,4.702185,91.6,93.632,19.85,19.9
43816.57986,4.468061,4.701326,91.732,93.632,19.9,20
43816.58333,4.472196,4.698915,91.636,93.767,19.95,20
43816.58681,4.468826,4.710567,91.719,93.618,20.05,20.05
43816.59028,4.471427,4.703161,91.587,93.853,20.05,20.15
43816.59375,4.473347,4.710561,91.623,93.618,20.05,20.15
